prodcode,therapyevents,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader,databasebuild
61573,9,30311020,Atenolol 25mg/5ml oral solution,Atenolol,5mg/1ml,Oral solution,Oral,02040000,Beta-adrenoceptor Blocking Drugs,November 2014
6066,69912,67919020,Atenolol 25mg/5ml oral solution sugar free,Atenolol,5mg/1ml,Oral solution,Oral,02040000,Beta-adrenoceptor Blocking Drugs,February 2009
56445,0,77037020,Atenolol 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd),Atenolol,5mg/1ml,Oral solution,Oral,02040000,Beta-adrenoceptor Blocking Drugs,August 2013
51643,0,01013020,Atenolol 25mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd),Atenolol,5mg/1ml,Oral solution,Oral,02040000,Beta-adrenoceptor Blocking Drugs,January 2013
4542,62815,68847020,Atenolol 50mg / Nifedipine 20mg modified-release capsules,Atenolol/Nifedipine,50mg + 20mg,Modified-release capsule,Oral,02040000/02060200,Beta-adrenoceptor Blocking Drugs/Calcium-channel Blockers,February 2009
34882,59,52909020,Atenolol 50mg Tablet (Berk Pharmaceuticals Ltd),Atenolol,50mg,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,February 2009
5,15185026,60153020,Atenolol 50mg tablets,Atenolol,50mg,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,February 2009
33092,838,51022020,Atenolol 50mg tablets (A A H Pharmaceuticals Ltd),Atenolol,50mg,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,February 2009
53414,0,00985020,Atenolol 50mg tablets (Accord Healthcare Ltd),Atenolol,50mg,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,January 2013
33850,103,56836020,Atenolol 50mg tablets (Actavis UK Ltd),Atenolol,50mg,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,February 2009
53204,0,00973020,Atenolol 50mg tablets (Alliance Healthcare (Distribution) Ltd),Atenolol,50mg,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,January 2013
52500,0,70253020,Atenolol 50mg tablets (Almus Pharmaceuticals Ltd),Atenolol,50mg,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,January 2013
59695,0,00980020,Atenolol 50mg tablets (Boston Healthcare Ltd),Atenolol,50mg,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,April 2014
53215,62,00982020,Atenolol 50mg tablets (Bristol Laboratories Ltd),Atenolol,50mg,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,January 2013
66548,0,16660021,Atenolol 50mg tablets (DE Pharmaceuticals),Atenolol,50mg,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,June 2016
19182,3848,55394020,Atenolol 50mg tablets (IVAX Pharmaceuticals UK Ltd),Atenolol,50mg,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,February 2009
34695,35,56094020,Atenolol 50mg tablets (Kent Pharmaceuticals Ltd),Atenolol,50mg,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,February 2009
