prodcode,therapyevents,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader,databasebuild
7641,269805,58678020,Natrilix 2.5mg tablets (Servier Laboratories Ltd),Indapamide hemihydrate,2.5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
15602,166,05756007,NATRILIX 5 MG TAB,,,,,00000000,Unknown,February 2009
3056,89246,84103020,Natrilix SR 1.5mg tablets (Servier Laboratories Ltd),Indapamide,1.5mg,Modified-release tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
24189,7346,75589020,Neo-bendromax 2.5mg Tablet (Ashbourne Pharmaceuticals Ltd),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
24190,4206,75590020,Neo-bendromax 5mg Tablet (Ashbourne Pharmaceuticals Ltd),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
46302,35,99566020,Neo-Naclex 2.5mg tablets (AMCo),Bendroflumethiazide,2.5mg,Tablet,Oral,02020100/09050102,Thiazides And Related Diuretics/Hypercalcaemia And Hypercalciuria,October 2011
1209,17002,50651020,Neo-Naclex 5mg tablets (Mercury Pharma Group Ltd),Bendroflumethiazide,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
1213,81148,50654020,Neo-Naclex-K modified-release tablets (Mercury Pharma Group Ltd),Bendroflumethiazide/Potassium chloride,2.5mg + 630mg,Modified-release tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
26275,919,75814020,Nindaxa 2.5 tablets (Ashbourne Pharmaceuticals Ltd),Indapamide hemihydrate,2.5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
8058,3343,63267020,Normetic Tablet (Abbott Laboratories Ltd),Amiloride hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablet,Oral,02020100/02020400,Thiazides And Related Diuretics/Potassium-sparing Diuretics With Other Diuretics,February 2009
18200,17929,90629020,Olmesartan medoxomil 20mg / Hydrochlorothiazide 12.5mg tablets,Olmesartan medoxomil/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,February 2009
18903,5790,90631020,Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets,Hydrochlorothiazide/Olmesartan medoxomil,25mg + 20mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,February 2009
43322,2318,98337020,Olmesartan medoxomil 40mg / Hydrochlorothiazide 12.5mg tablets,Olmesartan medoxomil/Hydrochlorothiazide,40mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,September 2010
46687,67,99769020,Olmesartan medoxomil with amlodipine and hydrochlorothiazide 20mg + 5mg + 12.5mg Tablet,Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil,20mg + 5mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,January 2012
46715,27,99773020,Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 10mg + 12.5mg Tablet,Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil,40mg + 10mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,January 2012
55358,23,99777020,Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 10mg + 25mg Tablet,Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil,40mg + 10mg + 25mg,Tablet,,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,May 2013
46792,4,99771020,Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 5mg + 12.5mg Tablet,Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil,40mg + 5mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,February 2012
47467,4,99775020,Olmesartan medoxomil with amlodipine and hydrochlorothiazide 40mg + 5mg + 25mg Tablet,Amlodipine/Hydrochlorothiazide/Olmesartan Medoxomil,40mg + 5mg + 25mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,July 2012
29634,1940,90635020,Olmetec Plus 20mg/12.5mg tablets (Daiichi Sankyo UK Ltd),Olmesartan medoxomil/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,February 2009
27520,1062,90637020,Olmetec Plus 20mg/25mg tablets (Daiichi Sankyo UK Ltd),Hydrochlorothiazide/Olmesartan medoxomil,25mg + 20mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,February 2009
43915,384,98339020,Olmetec Plus 40mg/12.5mg tablets (Daiichi Sankyo UK Ltd),Olmesartan medoxomil/Hydrochlorothiazide,40mg + 12.5mg,Tablet,Oral,02020100/02050502,Thiazides And Related Diuretics/Angiotensin-ii Receptor Antagonists,November 2010
26256,145,78942020,Opumide 2.5mg Tablet (Opus Pharmaceuticals Ltd),Indapamide hemihydrate,2.5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
50607,0,92909020,Perindopril arginine 2mg with Indapamide 625 micrograms tablet,Perindopril Erbumine/Indapamide,,,,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,January 2013
48098,0,99501020,Perindopril arginine 4mg with Indapamide 1.25mg tablet,Perindopril Erbumine/Indapamide,4mg + 1.25mg,Tablets,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,December 2012
37978,66522,94277020,Perindopril arginine 5mg / Indapamide 1.25mg tablets,Perindopril arginine/Indapamide,5mg + 1.25mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
6794,94289,83957020,Perindopril erbumine 4mg / Indapamide 1.25mg tablets,Indapamide/Perindopril erbumine,1.25mg + 4mg,Tablet,Oral,02020100/02050500/02050501,Thiazides And Related Diuretics/Drugs Affecting The Renin-angiotensin System/Angiotensin-converting Enzyme Inhibitors,February 2009
56157,190,47939020,Perindopril tosilate 5mg / Indapamide 1.25mg tablets,Indapamide/Perindopril tosilate,1.25mg + 5mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,August 2013
14057,7011,65806020,Pindolol 10mg / Clopamide 5mg tablets,Clopamide/Pindolol,5mg + 10mg,Tablet,Oral,02040100,Beta-adrenoceptor Blocking Drugs With Diuretic,February 2009
25764,9,!5661101,PINDOLOL 10MG/CLOPAMIDE 5MG,,,,,00000000,Unknown,February 2009
21025,474,67090020,Prestim forte Tablet (LEO Pharma),Timolol Maleate/Bendroflumethiazide,,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
8623,25950,52834020,Prestim Tablet (ICN Pharmaceuticals France S.A.),Timolol maleate/Bendroflumethiazide,10mg + 2.5mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
25363,3537,88272020,Prestim tablets (Meda Pharmaceuticals Ltd),Timolol maleate/Bendroflumethiazide,10mg + 2.5mg,Tablet,Oral,02040100,Beta-adrenoceptor Blocking Drugs With Diuretic,February 2009
8987,2806,69746020,Propranolol 160mg modified-release / Bendroflumethiazide 5mg capsules,Propranolol hydrochloride/Bendroflumethiazide,160mg + 5mg,Modified-release capsule,Oral,00000000,Unknown,February 2009
12054,4359,69745020,Propranolol 80mg / Bendroflumethiazide 2.5mg capsules,Propranolol hydrochloride/Bendroflumethiazide,80mg + 2.5mg,Capsule,Oral,00000000,Unknown,February 2009
15108,10414,74296020,Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets,Hydrochlorothiazide/Quinapril hydrochloride,12.5mg + 10mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,February 2009
59616,20,00678020,Rawel XL 1.5mg tablets (Consilient Health Ltd),Indapamide,1.5mg,Modified-release tablet,Oral,02020100,Thiazides And Related Diuretics,April 2014
15493,1,66489020,Reserpine with hydrochlorothiazide tablet,Reserpine/Hydrochlorothiazide,,Tablets,Oral,02050200,Centrally Acting Antihypertensive Drugs,February 2009
8189,15176,51499020,Secadrex 200mg/12.5mg tablets (Sanofi),Acebutolol hydrochloride/Hydrochlorothiazide,200mg + 12.5mg,Tablet,Oral,00000000,Unknown,February 2009
19892,944,57809020,Serpasil -esidrex Tablet (Novartis Pharmaceuticals UK Ltd),Reserpine/Hydrochlorothiazide,,Tablet,Oral,02050200,Centrally Acting Antihypertensive Drugs,February 2009
46355,472,99779020,Sevikar HCT 20mg/5mg/12.5mg tablets (Daiichi Sankyo UK Ltd),Hydrochlorothiazide/Olmesartan medoxomil/Amlodipine besilate,12.5mg + 20mg + 5mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,October 2011
47616,288,99785020,Sevikar HCT 40mg/10mg/12.5mg tablets (Daiichi Sankyo UK Ltd),Amlodipine besilate/Hydrochlorothiazide/Olmesartan medoxomil,10mg + 12.5mg + 40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,August 2012
53220,152,99791020,Sevikar HCT 40mg/10mg/25mg tablets (Daiichi Sankyo UK Ltd),Hydrochlorothiazide/Amlodipine besilate/Olmesartan medoxomil,25mg + 10mg + 40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,January 2013
47573,212,99783020,Sevikar HCT 40mg/5mg/12.5mg tablets (Daiichi Sankyo UK Ltd),Amlodipine besilate/Hydrochlorothiazide/Olmesartan medoxomil,5mg + 12.5mg + 40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,August 2012
47727,41,99789020,Sevikar HCT 40mg/5mg/25mg tablets (Daiichi Sankyo UK Ltd),Hydrochlorothiazide/Amlodipine besilate/Olmesartan medoxomil,25mg + 5mg + 40mg,Tablet,Oral,02050502,Angiotensin-ii Receptor Antagonists,August 2012
3691,14048,66694020,Sotalol 160mg with hydrochlorothiazide 25mg tablet,Sotalol Hydrochloride/Hydrochlorothiazide,160mg + 25mg,Tablets,Oral,02040000,Beta-adrenoceptor Blocking Drugs,February 2009
8061,268,66693020,Sotalol 80mg with hydrochlorothiazide 12.5mg tablet,Sotalol Hydrochloride/Hydrochlorothiazide,80mg + 12.5mg,Tablets,Oral,02040000,Beta-adrenoceptor Blocking Drugs,February 2009
12456,12653,51646020,Sotazide Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd),Sotalol Hydrochloride/Hydrochlorothiazide,,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,February 2009
14870,24371,81237020,Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets,Telmisartan/Hydrochlorothiazide,40mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
16161,43735,58831020,Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets,Telmisartan/Hydrochlorothiazide,80mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
38459,2642,95334020,Telmisartan 80mg / Hydrochlorothiazide 25mg tablets,Hydrochlorothiazide/Telmisartan,25mg + 80mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
8303,265,51854020,Tenavoid Tablet (Edwin Burgess Ltd),Meprobamate/Bendroflumethiazide,,Tablet,Oral,02020100/04010200,Thiazides And Related Diuretics/Anxiolytics,February 2009
18743,3971,83989020,Tenben 25mg/1.25mg capsules (Galen Ltd),Atenolol/Bendroflumethiazide,25mg + 1.25mg,Capsule,Oral,00000000,Unknown,February 2009
26248,700,57165020,Tenchlor 100mg/25mg tablets (Teva UK Ltd),Atenolol/Chlortalidone,100mg + 25mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
31470,29,57164020,Tenchlor 50mg/12.5mg tablets (Teva UK Ltd),Atenolol/Chlortalidone,50mg + 12.5mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
1288,306406,51857020,Tenoret 50mg/12.5mg tablets (AstraZeneca UK Ltd),Atenolol/Chlortalidone,50mg + 12.5mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
26807,10,!7046101,TENORETIC,,,,,00000000,Unknown,February 2009
1124,554635,54815020,Tenoretic 100mg/25mg tablets (AstraZeneca UK Ltd),Atenolol/Chlortalidone,100mg + 25mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
41861,184,95960020,Tensaid XL 1.5mg tablets (Mylan),Indapamide,1.5mg,Modified-release tablet,Oral,02020100,Thiazides And Related Diuretics,April 2010
48745,0,37067020,Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets,Timolol maleate/Amiloride hydrochloride/Hydrochlorothiazide,10mg + 2.5mg + 25mg,Tablet,Oral,02040100,Beta-adrenoceptor Blocking Drugs With Diuretic,January 2013
12651,5218,67081020,Timolol 10mg / Bendroflumethiazide 2.5mg tablets,Timolol maleate/Bendroflumethiazide,10mg + 2.5mg,Tablet,Oral,02040100,Beta-adrenoceptor Blocking Drugs With Diuretic,February 2009
25730,224,69274020,Timolol maleate with amiloride and hydrochlorothiazide Tablet,Timolol Maleate/Amiloride Hydrochloride/Hydrochlorothiazide,,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
12517,96,67082020,Timolol maleate with bendroflumethiazide 20mg + 5mg Tablet,Timolol Maleate/Bendroflumethiazide,20mg + 5mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
15042,780,66704020,Tolerzide Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd),Sotalol Hydrochloride/Hydrochlorothiazide,,Tablet,Oral,02040000,Beta-adrenoceptor Blocking Drugs,February 2009
24280,16,80150020,Totaretic 100mg+25mg Tablet (C P Pharmaceuticals Ltd),Atenolol/Chlortalidone,100mg + 25mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
26741,82,80149020,Totaretic 50mg+12.5mg Tablet (C P Pharmaceuticals Ltd),Atenolol/Chlortalidone,50mg + 12.5mg,Tablet,Oral,02020100/02040000,Thiazides And Related Diuretics/Beta-adrenoceptor Blocking Drugs,February 2009
18726,12522,63766020,Triamaxco 50mg/25mg tablets (Ashbourne Pharmaceuticals Ltd),Hydrochlorothiazide/Triamterene,25mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,February 2009
8897,16733,63273020,Triam-Co 50mg/25mg tablets (IVAX Pharmaceuticals UK Ltd),Hydrochlorothiazide/Triamterene,25mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,February 2009
12547,1580,67219020,Triamterene 50mg / Chlortalidone 50mg tablets,Chlortalidone/Triamterene,50mg + 50mg,Tablet,Oral,02020400,Potassium-sparing Diuretics With Other Diuretics,February 2009
41889,0,!7251101,TRIAMTERENE 50MG HYDROCHLOROTHIAZIDE25MG,,,,,00000000,Unknown,April 2010
3962,66192,06658007,TRIAMTERENE 50MG HYDROCHLOROTHIAZIDE25MG TAB,,,,,00000000,Unknown,February 2009
37294,1,67220020,Triamterene with chlortalidone 50mg + 25mg Tablet,Triamterene/Chlortalidone,50mg + 25mg,Tablet,Oral,02020100/02020400,Thiazides And Related Diuretics/Potassium-sparing Diuretics With Other Diuretics,February 2009
9223,26747,67204020,Triamterene with hydrochlorothiazide 50mg + 25mg Tablet,Triamterene/Hydrochlorothiazide,50mg + 25mg,Tablet,Oral,02020100/02020400,Thiazides And Related Diuretics/Potassium-sparing Diuretics With Other Diuretics,February 2009
11864,36703,87994020,Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets,Valsartan/Hydrochlorothiazide,160mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
67664,1,10168020,Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd),Valsartan/Hydrochlorothiazide,160mg + 12.5mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,September 2016
14283,16071,88002020,Valsartan 160mg / Hydrochlorothiazide 25mg tablets,Valsartan/Hydrochlorothiazide,160mg + 25mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
16060,27176,88420020,Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets,Hydrochlorothiazide/Valsartan,12.5mg + 80mg,Tablet,Oral,02050504,Angiotensin-ii Receptor Antagonists With Diuretic,February 2009
39447,43,95950020,Varbim XL 1.5mg tablets (Teva UK Ltd),Indapamide,1.5mg,Modified-release tablet,Oral,02020100,Thiazides And Related Diuretics,April 2009
24008,184,72539020,Vasetic Tablet (Shire Pharmaceuticals Ltd),Amiloride hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablet,Oral,02020100/02020400,Thiazides And Related Diuretics/Potassium-sparing Diuretics With Other Diuretics,February 2009
9143,31205,52285020,Viskaldix tablets (AMCo),Clopamide/Pindolol,5mg + 10mg,Tablet,Oral,02040100,Beta-adrenoceptor Blocking Drugs With Diuretic,February 2009
26675,3,!7954101,XIPAMIDE,,,,,00000000,Unknown,February 2009
7618,35344,65442020,Xipamide 20mg tablets,Xipamide,20mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
19352,1895,71715020,Xuret 0.5mg Tablet (Galen Ltd),Metolazone,0.5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,February 2009
61846,7,45437020,Zaroxolyn 2.5mg tablets (IDIS),Metolazone,2.5mg,Tablet,Oral,00000000,Unknown,December 2014
69009,3,45448020,Zaroxolyn 5mg tablets (Imported (Canada)),Metolazone,5mg,Tablet,Oral,02020100,Thiazides And Related Diuretics,March 2017
6359,24630,51463020,Zestoretic 10- 10mg+12.5mg Tablet (AstraZeneca UK Ltd),Lisinopril/Hydrochlorothiazide,10mg + 12.5mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
39137,4420,95875020,Zestoretic 10 tablets (AstraZeneca UK Ltd),Lisinopril/Hydrochlorothiazide,10mg + 12.5mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,April 2009
57539,292,01503020,Zestoretic 10 tablets (Sigma Pharmaceuticals Plc),Lisinopril/Hydrochlorothiazide,10mg + 12.5mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,October 2013
71115,114,01500020,Zestoretic 10 tablets (Waymade Healthcare Plc),Lisinopril/Hydrochlorothiazide,10mg + 12.5mg,Tablet,Oral,02050501,Angiotensin-converting Enzyme Inhibitors,December 2017
2982,73101,51462020,Zestoretic 20- 20mg+12.5mg Tablet (AstraZeneca UK Ltd),Lisinopril/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
38995,13654,95877020,Zestoretic 20 tablets (AstraZeneca UK Ltd),Lisinopril/Hydrochlorothiazide,20mg + 12.5mg,Tablet,Oral,02020100/02050501,Thiazides And Related Diuretics/Angiotensin-converting Enzyme Inhibitors,February 2009
26219,1001,79843020,Zida-co 5mg+50mg Tablet (Opus Pharmaceuticals Ltd),Amiloride hydrochloride/Hydrochlorothiazide,5mg + 50mg,Tablet,Oral,02020100/02020400,Thiazides And Related Diuretics/Potassium-sparing Diuretics With Other Diuretics,February 2009
